time,people,co2,voc,temp_in,temp_out,action,reward,air_quality_reward,comfort_reward,energy_reward
08:00,50,500,50,22.386934141686318,20.0,7,0.7317856782870085,0.978906120929744,0.5578438034729738,0.0
08:05,50,423.66488971935195,87.67509523358812,22.72026747501965,20.1,3,0.7387450344980346,0.9689887759606614,0.5623757964852115,0.020000000000000004
08:10,50,400,147.84265134948663,22.886934141686318,20.3,6,0.7901943589251837,0.9540563116890741,0.6453518420538117,0.06
08:15,50,403.4433073787467,201.31487357170886,23.22026747501965,20.5,1,0.943401958345461,0.9274286545720671,0.9537154579534011,0.1
08:20,50,418.5796668409264,288.1204291272644,21.261934141686318,20.6,1,0.9350299204870461,0.9008009974550604,0.9627618355677364,0.1
